id,city_id,city_name,country_name,name,description,short_description,latitude,longitude,location,type,created_at
868,92,Yerevan,Armenia,Radisson BLU Hotel Yerevan,"{'Name': ['Radisson BLU Hotel Yerevan'], 'Location': ['Located near Victory Park in Yerevan, Armenia, offering breathtaking city and mountain views.'], 'Category': ['5-star Luxury Hotel'], 'Rooms & Suites': ['Elegant and spacious rooms with modern amenities, including free Wi-Fi, smart TVs, and premium bedding.'], 'Dining': ['Fine dining at on-site restaurants, rooftop terrace with scenic views, and a stylish bar.'], 'Facilities': ['Fitness center, spa, indoor pool, sauna, business center, and event/conference spaces.'], 'Nearby Attractions': ['Close to Cascade Complex, Victory Park, and Yerevan’s top cultural and historical sites.'], 'Services': ['24/7 concierge, airport shuttle, valet parking, and room service.'], 'Check-in & Check-out': ['Check-in from 3:00 PM, Check-out by 12:00 PM.'], 'Contact': ['Phone: +374 10 219000, Email: info.yerevan@radissonblu.com, Website: www.radissonhotels.com.']}","Radisson BLU Hotel Yerevan – A luxurious 5-star hotel with stunning city views, fine dining, and top amenities.",40.1969993,44.5164101,https://maps.app.goo.gl/6WEz8L2bHBbLFs1k9,hotel,2025-03-07T01:22:25.000000Z
484,92,Yerevan,Armenia,Grillian Restaurant,"{'Info': ['A contemporary grill restaurant offering a variety of meats and seafood.'], 'Restaurant Features': ['Modern design, open grill kitchen, casual atmosphere.'], 'Main Dishes': ['Grilled Beef Steak, Lamb Chops, Salmon, Veggie Skewers.'], 'Working Hours': ['1:00 pm - 11:00 pm']}",A relaxed dining spot specializing in grilled meats and seafood with a modern twist.,40.1833852,44.5138225,https://maps.app.goo.gl/WgmcMkvdjQeDjwP26,restaurant,2025-03-07T01:21:02.000000Z
483,92,Yerevan,Armenia,Rehan Restaurant,"{'Info': ['A Middle Eastern restaurant offering a variety of Persian and Lebanese dishes.'], 'Restaurant Features': ['Cozy ambiance, Arabic décor, indoor and outdoor seating.'], 'Main Dishes': ['Shawarma, Hummus, Falafel, Kebabs, Persian Stews.'], 'Working Hours': ['12:00 pm - 10:00 pm']}",A great spot for flavorful Middle Eastern cuisine in a welcoming environment.,40.1895826,44.5114715,https://maps.app.goo.gl/68ZyZfynmy3e8PHj9,restaurant,2025-03-07T01:11:49.000000Z
482,92,Yerevan,Armenia,Ararat Tavern resxtaurant,"{'Info': ['A traditional Armenian restaurant serving authentic local dishes.'], 'Restaurant Features': ['Rustic décor, live music, Armenian folk atmosphere.'], 'Main Dishes': ['Khorovats (BBQ), Dolma, Lavash, Manti.'], 'Working Hours': ['12:00 pm - 11:00 pm']}",A warm and lively place to enjoy classic Armenian dishes with music and culture.,40.184506,44.515556,https://maps.app.goo.gl/HCYFZncGzUvQKxMy8,restaurant,2025-03-07T01:06:19.000000Z
867,92,Yerevan,Armenia,Via Ggio Hotel,"{'Name': ['Via Ggio Hotel'], 'Location': ['15/8 Rostovyan Street, Yerevan, 0008, Armenia'], 'Category': ['4-star Hotel'], 'Rooms & Suites': ['Offers accommodations with free bikes, free private parking, a restaurant, and a bar.'], 'Dining': ['On-site restaurant and bar.'], 'Facilities': ['Amenities include Wi-Fi, parking, air conditioning, airport shuttle, 24-hour front desk service, restaurant, bar, first-aid room, smoking areas, non-smoking areas, bicycle rental, room service, tours, currency exchange, luggage storage, safe deposit box, shuttle service, electric vehicle charging station, and car rental.'], 'Nearby Attractions': ['Located less than 1 km from Republic Square and 1.08 km from Freedom Square.'], 'Services': ['24/7 concierge, airport shuttle, valet parking, and in-room dining.'], 'Check-in & Check-out': ['Check-in from 14:00, Check-out by 11:00.'], 'Contact': ['Phone: +374 10 123456, Email: info@viaggiohotel.am, Website: www.viaggiohotel.am']}","VIA GGIO Hotel – A stylish 4-star hotel in Yerevan, Armenia, offering modern amenities and prime location.",40.1506297,44.5176925,https://maps.app.goo.gl/LDdJqqFr7xdZmXfHA,hotel,2025-03-07T01:04:51.000000Z
481,92,Yerevan,Armenia,Seasons Restaurant,"{'Info': ['A fine-dining restaurant offering a mix of Armenian and international cuisines.'], 'Restaurant Features': ['Elegant interior, seasonal menu, outdoor terrace with views.'], 'Main Dishes': ['Duck Breast, Lamb Shank, Seafood Platter, Grilled Vegetables.'], 'Working Hours': ['11:00 AM - 11:00 PM']}",A sophisticated venue with seasonal dishes and a refined atmosphere.,40.1831684,44.5053237,https://maps.app.goo.gl/poHAY5FSJe34r2Mx6,restaurant,2025-03-07T00:57:13.000000Z
480,92,Yerevan,Armenia,Darchin Restaurant (Iranian/halal),"{'Info': ['An Iranian restaurant offering authentic Persian cuisine.'], 'Restaurant Features': ['Traditional Persian décor, cozy ambiance, indoor and outdoor seating.'], 'Main Dishes': ['Foreign, Fesel, Ghomeh Sabzi, Diabzi.'], 'Working Hours': ['12:00 pm - 11:00 pm']}",A great place to enjoy traditional Persian flavors in a welcoming atmosphere.,40.1779694,44.5019535,https://maps.app.goo.gl/RkiTwtwMnGWmDNWE6,restaurant,2025-03-07T00:49:27.000000Z
479,92,Yerevan,Armenia,STEAKARAR YEREVAN Restaurant,"{'Info': ['A popular steakhouse known for a variety of grilled meat dishes.'], 'Restaurant Features': ['Contemporary design, open kitchen, cozy atmosphere.'], 'Main Dishes': ['T-bone steak, Grilled Lamb Chops, Sirloin, BBQ Ribs.'], 'Working Hours': ['1:00 pm - 11:00 pm']}",A trendy spot offering delicious steaks and a relaxed dining experience.,40.1870033,44.5062237,https://maps.app.goo.gl/UFkv5YUtrAUKAKYh7,restaurant,2025-03-07T00:45:07.000000Z
478,92,Yerevan,Armenia,Black Angus Signature Restaurant,"{'Info': ['A premium steakhouse offering high-quality meat dishes.'], 'Restaurant Features': ['Elegant interior, modern décor, outdoor terrace.'], 'Main Dishes': ['Ribeye Steak, Filet Mignon, Burger, Grilled Salmon.'], 'Working Hours': ['12:00 pm - 11:00 pm']}",A refined steakhouse specializing in top-quality meats and a classy atmosphere.,40.1835313,44.5135626,https://maps.app.goo.gl/9WvDjPowWtL3aWyf8,restaurant,2025-03-07T00:35:37.000000Z
477,92,Yerevan,Armenia,Mante Restaurant,"{'Info': ['A cozy Armenian restaurant known for traditional dishes.'], 'Restaurant Features': ['Warm ambiance, Armenian décor, outdoor seating.'], 'Main Dishes': ['Manti (Dumplings), Khorovats (BBQ), Harissa, Dolma.'], 'Working Hours': ['12:00 pm - 11:00 pm.']}",A perfect place for traditional Armenian food in a welcoming setting.,40.186412,44.5110011,https://maps.app.goo.gl/LiDwpAteyfPHZexA6,restaurant,2025-03-07T00:29:58.000000Z
476,92,Yerevan,Armenia,Future Diner Restaurant,"{'Info': [""Future Diner is Armenia's first vegan resto-bar, offering a diverse plant-based menu in Yerevan.""], 'Restaurant Features': ['Cuisine: 100% vegan dishes.', 'Ambiance: Modern and cozy atmosphere.', 'Sustainability: Emphasis on ethical practices and environmental consciousness.'], 'Main Dishes': ['Burgers: Hearty vegan burgers.', 'Salads: Fresh and innovative salads.', 'Desserts: Decadent plant-based sweets.'], 'Working Hours': ['Monday to Saturday: 11:00 AM - 11:00 PM', 'Sunday: 5:00 PM - 11:00 PM']}","Yerevan's first vegan resto-bar, serving innovative plant-based dishes in a cozy setting.",40.1836754,44.508042,https://maps.app.goo.gl/7duRPk9PAsvMRzBM7,restaurant,2025-03-07T00:17:32.000000Z
475,93,Dushanbe,Tajikistan,Sultanbey,"{'Information:': ['Sultanbey Restaurant is located in Doshnbeh, Tajikistan, and is a distinctive destination for the experience of traditional Turkish cuisine in a luxurious atmosphere.'], 'Restaurant features:': ['Luxurious decoration: The restaurant features an elegant interior design that combines Turkish modernity and traditions, providing an enjoyable visual experience.', 'High quality service: Customers are built with professionalism and friendliness that the staff shows, which contributes to a distinctive experience.', 'List diversity: The restaurant offers a wide range of carefully prepared traditional Turkish dishes using high -quality ingredients.'], 'Main dishes:': ['Turkish kebabs: grilled meat pieces are marinated with special spices, served with Turkish bread and salad.', 'Baklava: a dessert made of thin layers of dough stuffed with nuts, covered with diameter.', 'Traditional Turkish authorities: such as watercress and tomato salad with olive oil and lemon.'], 'working hours:': ['Daily: from 7:30 am until 11:00 pm.']}",Sultanbey Restaurant in Dushanbe offers luxury Turkish cuisine in an elegant atmosphere and excellent service.,38.5714227,68.7940898,https://maps.app.goo.gl/U9AccL2adgtxFi8o7,restaurant,2025-03-07T00:16:29.000000Z
474,93,Dushanbe,Tajikistan,Bukhara,"{'Information:': ['Bukhara Restaurant is located in Doshnbeh, Tajikistan, and is considered one of the famous destinations for serving traditional Tajik cuisine in a warm and comfortable atmosphere.'], 'Restaurant features:': ['Traditional decoration: The restaurant is characterized by its inspired decoration from the Tajik culture, with artistic details that reflect the local heritage.', 'Excellent Service: Customers are praising the employees ’response quickly.', 'Reasonable prices: The restaurant offers various meals at affordable prices for everyone.'], 'Main dishes:': ['Balf: traditional rice dish with meat, carrots and spices.', 'Manti: Pies stuffed with meat covered with sauce.', 'Shashlik: Grilled meat pieces on coal served with vegetables.', 'Chuck Chuck: Frying candy sweetened with honey.'], 'working hours:': ['Saturday to Thursday: from 10:00 am to 10:00 pm.', 'Friday: From 12:00 pm to 10:00 pm.']}",Bukhara Restaurant in Doshnbe offers traditional Tajik cuisine in a comfortable atmosphere at reasonable prices.,38.5770811,68.8002182,https://maps.app.goo.gl/SttmKeVYToXVNnTN8,restaurant,2025-03-07T00:08:19.000000Z
473,92,Yerevan,Armenia,Syrovarnya Restaurant,"{'Info': ['Syrovarnya is a renowned restaurant chain specializing in cheese-centric dishes, offering a fusion of Italian and European cuisines. In Yerevan, Armenia, Syrovarnya operates two prime locations:'], 'Northern Avenue Branch': ['Address: 5 Northern Avenue, Yerevan, Armenia', 'Contact: +374 11 381111', 'Working Hours: Daily from 9:30 AM to 11:59 PM'], 'Republic Square Branch': ['Address: 2 Vazgen Sargsyan Street, Yerevan, Armenia', 'Contact: +374 55 381111', 'Working Hours: Daily from 8:00 AM to 11:59 PM'], 'Main Dishes': ['Artisanal Cheeses: A variety of cheeses crafted in-house, serving as the cornerstone of many dishes.', 'Wood-Fired Pizzas: Authentic Italian pizzas baked in a traditional wood-fired oven, offering a crispy crust and flavorful toppings.', 'Cheese Platters: Assorted cheese boards featuring both local and imported selections, perfect for sharing.', 'Desserts: A range of sweet treats, including traditional Italian desserts like tiramisu and panna cotta.']}","Syrovarnya in Yerevan offers a delightful dining experience centered around artisanal cheeses, blending Italian culinary traditions with local flavors in a warm and stylish setting.",40.1823317,44.5128378,https://maps.app.goo.gl/vCHcAuyVTQSkEW2r5,restaurant,2025-03-07T00:07:16.000000Z
472,92,Yerevan,Armenia,Renomme restaurant,"{'Info': ['Renommée is an exclusive haute cuisine restaurant located at 91 Pavstos Buzand Street, Yerevan, Armenia.'], 'Restaurant Features': ['Seating Capacity: Accommodates 20 to 26 guests, ensuring an intimate dining experience.', 'Culinary Experience: Offers an 8 to 12-course signature set menu crafted by Chef Karen Khachatryan, inspired by the Armenian landscape and local ingredients.', 'Ambiance: Provides a sophisticated and personalized service in an elegant setting.'], 'Main Dishes': ['As a haute cuisine establishment, Renommée offers a dynamic tasting menu that changes seasonally, highlighting the freshest local ingredients. Specific dishes are not listed, but guests can expect innovative interpretations of Armenian flavors with French culinary techniques.'], 'Working Hours': ['Open daily from 6:00 PM to 11:00 PM.']}","Renommée offers an intimate haute cuisine experience in Yerevan, featuring a multi-course tasting menu inspired by Armenian landscapes and local ingredients.",40.1829985,44.5044886,https://maps.app.goo.gl/bbDQZCxK5QKehAcy5,restaurant,2025-03-06T23:58:13.000000Z
866,93,Dushanbe,Tajikistan,Bruce Hostel,"{'Location:': ['Bruce Hostel is located in Doshnbeh, Tajikistan, about 3.5 km from Doshnbeh Car.'], 'Facilities and services': ['Free Wi -Fi service', 'Free parking lots', 'Common and private rooms', 'Joint hall', 'External terrace', 'Joint kitchen', 'Washing services', '24 hours reception service'], 'Near tourist places:': ['Rudaki Park - 2.5 km', 'The National Museum of Tajikistan - 3 km', 'Flagpole Park - 3.2 km', 'Kohi Navruz - 3.5 km'], 'Types of rooms:': ['Common bedrooms', 'Private rooms', 'Family rooms', 'Amenities in the rooms: air conditioner or heating by season.']}","A comfortable hostel in Dushanbe, offering affordable rooms, free Wi-Fi, a shared lounge, and close to tourist attractions.",38.5945487,68.7911808,https://maps.app.goo.gl/tcjWL3xCnaxWykp17,hotel,2025-03-06T23:53:43.000000Z
471,92,Yerevan,Armenia,Lahmajun gaidz,"{'Info': ['Lahmajun Gaidz is a renowned eatery in Yerevan, Armenia, specializing in traditional Mediterranean dishes, particularly lahmajun—a thin, crispy flatbread topped with seasoned minced meat.'], 'Restaurant Features': ['Authentic Cuisine: Offers traditional lahmajun and other Mediterranean specialties.', 'Cozy Atmosphere: Provides a warm and inviting environment for diners.', 'Takeaway Service: Ideal for those seeking a quick, delicious meal on the go.'], 'Main Dishes': ['Lahmajun: Signature thin flatbread topped with seasoned minced meat.', 'Hummus: Creamy chickpea dip served with fresh bread.', 'Salads: Freshly prepared Mediterranean-style salads.'], 'Working Hours': ['Monday to Saturday: 11:00 AM - 7:00 PM', 'Sunday: Closed']}","A beloved spot in Yerevan, Lahmajun Gaidz is famed for its authentic lahmajun and welcoming ambiance.",40.1798972,44.5170431,https://maps.app.goo.gl/2bP9wF53e75jgwp7A,restaurant,2025-03-06T23:52:47.000000Z
470,92,Yerevan,Armenia,Tavern Yerevan,"{'Info': [""Tavern Yerevan (Teryan) is a branch of the renowned Armenian restaurant chain, offering traditional Armenian cuisine in a setting that reflects the country's rich cultural heritage.""], 'Restaurant Features': ['Ambiance: Authentic Armenian decor creating a warm and inviting atmosphere.', 'Live Entertainment: Live performances by ""Yerevan"" folk instruments ensemble and Armenian and Caucasian folk dance shows from Monday to Saturday between 7:30 PM and 11:00 PM. On Sundays, the ""Akunq"" folk ensemble performs during the same hours.', 'Private Dining: Offers 11 private rooms suitable for family gatherings and corporate events.', 'VIP Hall: Accommodates up to 60 guests for larger events.'], 'Main Dishes': ['Khorovats: Traditional Armenian barbecue featuring grilled meats.', 'Harissa: A hearty porridge made from wheat and meat, slow-cooked to perfection.', 'Dolma: Stuffed grape leaves filled with a savory mixture of rice and meat.', 'Khashlama: A flavorful meat and vegetable stew, showcasing Armenian culinary traditions.'], 'Working Hours': ['Open daily from 9:30 AM to 12:00 AM.']}","A celebrated restaurant offering authentic Armenian cuisine, complemented by live traditional music and dance performances.",40.18872,44.5215485,https://maps.app.goo.gl/s9vsxfPwBAZyF82v5,restaurant,2025-03-06T23:43:44.000000Z
469,92,Yerevan,Armenia,Indian Mehak Restaurant & Bar,"{'Info': ['Indian Mehak Restaurant & Bar is a premier dining establishment in Yerevan, offering authentic Indian cuisine in a warm and inviting atmosphere.'], 'Restaurant Features': ['Authentic Indian decor.', 'Halal-certified menu.', 'Cozy and vibrant ambiance.', 'Live Indian music performances on select evenings.'], 'Main Dishes': ['Butter Chicken, Lamb Vindalo, Paneer Tikka, Dal Makhani, Naan and Assorted Indian Breads.'], 'Working Hours': ['Monday to Sunday: 11:30 AM - 11:30 PM .']}",A top-rated restaurant in Yerevan serving authentic Indian dishes in a warm and vibrant setting.,40.1891662,44.5204654,https://maps.app.goo.gl/jFPDsNGeVbkvaTNi6,restaurant,2025-03-06T23:34:31.000000Z
468,92,Yerevan,Armenia,Summer Cafe & Veranda,"{'Info': [""L'ÉTÉ Cafe & Veranda offers a chic atmosphere with Mediterranean and European cuisine in the heart of Yerevan.""], 'Restaurant Features': ['Elegant design, spacious veranda, modern interior, outdoor seating, and a relaxed ambiance.'], 'Main Dishes': ['Mediterranean seafood, Grilled meats ,Pasta dishes, Fresh salads ,Desserts like crème brûlée.'], 'Working Hours': ['10:00 AM - 11:00 PM.']}",A stylish cafe offering Mediterranean-inspired cuisine with a serene outdoor terrace.,40.1811224,44.5126852,https://maps.app.goo.gl/ir1Z5dZL3HNjFZgn8,restaurant,2025-03-06T23:26:40.000000Z
467,92,Yerevan,Armenia,Barev Arev Restaurant,"{'Info': ['Barev Arev Restaurant offers an elegant setting with a blend of traditional Armenian cuisine and modern dishes.'], 'Restaurant Features': ['Cozy atmosphere, modern Armenian decor, outdoor terrace, spacious dining area.'], 'Main Dishes': ['Armenian barbecue ,Dolma ,Khash ,Lavash bread ,Grilled meats and seafood.'], 'Working Hours': ['10:00 am - 12:00 am.']}",A contemporary spot serving Armenian delicacies with a focus on grilled meats and traditional flavors.,40.1793627,44.5205616,https://maps.app.goo.gl/QMUB2SpkmuowwG7w5,restaurant,2025-03-06T23:20:03.000000Z
865,93,Dushanbe,Tajikistan,"Hello, Dushanbe","{'Location:': ['The hotel is located on Nisur Mohamed 5 Street, Fourth Corridor, No. 1, Doshnbeh 734024, Tajikistan.'], 'Facilities and services:': ['Free Wi -Fi throughout the hotel.', 'Free private parking on the site.', 'Airport transfer service for an additional fee.', 'Chambers and dry cleaning service.', 'Car rental and tourist tours office.', 'A relaxation garden.'], 'Types of rooms:': ['Common bedrooms', 'Double rooms', 'King rooms', 'Special wings', 'Common features in the rooms air conditioning / heating daily cleaning service Wi -Fi and large windows provide good natural lighting'], 'Near tourist places:': ['Rudaki Park - 2.5 km', 'Kohi Navruz - 3 km', 'The National Museum of Tajikistan - 3.2 km', 'Flagpole Park - 3.5 km']}","An economic hotel in Dushanbe provides comfortable rooms, free Wi -Fi, and airport transport service, near tourist attractions.",38.566006,68.8138334,https://maps.app.goo.gl/xEu5QYZHnrDqqP867,hotel,2025-03-06T23:14:40.000000Z
466,92,Yerevan,Armenia,Buzand Cafe Restaurant,"{'Info': ['Buzand Cafe Restaurant offers a mix of traditional Armenian and Mediterranean cuisine in a modern setting.'], 'Restaurant Features': ['Stylish interior, outdoor seating, cozy atmosphere, diverse menu, live music on select evenings.'], 'Main Dishes': ['Kebabs, Lavash with various fillings ,Hummus and salads, Armenian stews, Grilled fish.'], 'Working Hours': ['11:00 AM - 11:00 PM.']}",A fusion of Armenian and Mediterranean flavors with a welcoming ambiance and live entertainment.,40.1750049,44.5160625,https://maps.app.goo.gl/Abo3y3f7nVxXCuM17,restaurant,2025-03-06T23:14:22.000000Z
465,92,Yerevan,Armenia,Yasaman Yerevan's Restaurant,"{'Info': [""Yasaman Yerevan's Restaurant offers a luxurious dining experience with a focus on Armenian and Mediterranean cuisines.""], 'Restaurant Features': ['Chic interior, elegant decor, outdoor terrace, live music performances, and a spacious dining area.'], 'Main Dishes': ['Armenian Kebab ,Grilled Lamb Chops, Shawarma ,Stuffed Vine Leaves, Fresh Seafood.'], 'Working Hours': ['12:00 PM - 12:00 AM']}","An upscale restaurant blending Armenian and Mediterranean flavors, offering a sophisticated ambiance.",40.1846747,44.5052777,https://maps.app.goo.gl/pDspB1yiWStsnooJ6,restaurant,2025-03-06T23:03:02.000000Z
864,93,Dushanbe,Tajikistan,Green House Hostel,"{'Location:': ['Green House Hostel is located in the heart of Dushanbe, making it an ideal choice for travelers seeking a comfortable stay at an affordable price. It is conveniently situated near public transportation and major tourist attractions.'], 'Facilities and services:': ['Free Wi -Fi throughout the hostel', 'Comfortable rooms with individual or double beds', 'Completely equipped kitchen equipped', '24 hours a reception office', 'Free parking lots', 'Airport transfer service (at an additional cost)', 'A common seating area to relax and communicate with other guests'], 'Rooms: Youth House Green House offers several types of rooms, including:': ['Common rooms with individual bed for each inmate', 'Double or triple rooms', 'Clean and well -equipped bathrooms'], 'Near tourist places:': ['Rhodaki Park (about 1.5 km)', 'Dosti Square (2 km)', 'Tajikistan National Museum (2.5 km)', 'Green Market (3 km)']}",Green House Hostel offers a comfortable and affordable stay in a central location near Dushanbe's attractions.,38.5654435,68.80972,https://maps.app.goo.gl/B6TdMbLi15jSt58P8,hotel,2025-03-06T23:02:17.000000Z
464,92,Yerevan,Armenia,Lavash restaurant,"{'Info': ['Lavash Restaurant is a renowned Armenian restaurant offering a mix of traditional and modern Armenian cuisine.'], 'Restaurant Features': ['Elegant interior, a blend of Armenian and contemporary design, outdoor seating, and private event space.'], 'Main Dishes': ['Lavash (traditional Armenian flatbread).', 'Khorovats (Armenian Barbecue).', 'Manti (dumplings).', '(Georgian-Style Chicken Stew).'], 'Working Hours': ['10:00 AM - 11:00 PM']}","A stylish restaurant serving authentic Armenian dishes with a modern twist, perfect for dining or events.",40.1830435,44.5137071,https://maps.app.goo.gl/KpS7Fv9gLWMgDCo46,restaurant,2025-03-06T22:57:29.000000Z
